Date,RANK,Provider Quotes,Premium,Occ Class,Deferred Period,PaymentTerm,ProviderApplications,womApplications
2023-01-09 00:00:00,1,15,Age-Costed,4,2,Full,0,2
2023-01-09 00:00:00,1,16,Age-Costed,4,3,2-Year,0,2
2023-01-09 00:00:00,1,17,Age-Costed,26,3,Full,0,0
2023-01-09 00:00:00,1,18,Level,4,2,Full,2,6
2023-01-09 00:00:00,1,20,Age-Costed,26,2,Full,0,0
2023-01-09 00:00:00,1,21,Age-Costed,0-1,3,2-Year,2,2
2023-01-09 00:00:00,1,23,Level,13,4,Full,0,4
2023-01-09 00:00:00,1,23,Level,26,1,Full,0,6
2023-01-09 00:00:00,1,25,Age-Costed,0-1,2,2-Year,0,0
2023-01-09 00:00:00,1,25,Level,4,4,2-Year,0,6
2023-01-09 00:00:00,1,29,Age-Costed,0-1,3,Full,0,0
2023-01-09 00:00:00,1,29,Age-Costed,4,3,Full,0,0
2023-01-09 00:00:00,1,32,Level,26,3,Full,2,6
2023-01-09 00:00:00,1,33,Level,13,3,Full,0,0
2023-01-09 00:00:00,1,36,Age-Costed,0-1,4,2-Year,0,0
2023-01-09 00:00:00,1,36,Age-Costed,0-1,4,Full,4,4
2023-01-09 00:00:00,1,43,Level,4,3,Full,0,0
2023-01-09 00:00:00,1,53,Age-Costed,4,4,2-Year,0,2
2023-01-09 00:00:00,1,53,Age-Costed,52+,1,2-Year,0,0
2023-01-09 00:00:00,1,56,Age-Costed,4,4,Full,2,4
2023-01-09 00:00:00,1,58,Level,4,1,Full,0,6
2023-01-09 00:00:00,1,62,Level,13,1,Full,2,6
2023-01-09 00:00:00,1,75,Age-Costed,8,1,2-Year,0,0
2023-01-09 00:00:00,1,78,Level,4,4,Full,0,0
2023-01-09 00:00:00,1,87,Age-Costed,8,1,Full,0,0
2023-01-09 00:00:00,1,110,Age-Costed,0-1,1,2-Year,0,0
2023-01-09 00:00:00,1,113,Age-Costed,26,1,2-Year,0,0
2023-01-09 00:00:00,1,134,Age-Costed,0-1,1,Full,0,0
2023-01-09 00:00:00,1,209,Age-Costed,52+,1,Full,0,0
2023-01-09 00:00:00,1,264,Age-Costed,4,1,Full,2,4
2023-01-09 00:00:00,1,266,Age-Costed,4,1,2-Year,6,6
2023-01-09 00:00:00,1,293,Age-Costed,13,1,2-Year,0,0
2023-01-09 00:00:00,1,349,Age-Costed,26,1,Full,2,2
2023-01-09 00:00:00,1,596,Age-Costed,13,1,Full,0,0
2023-01-09 00:00:00,2,0,Age-Costed,0-1,1,Full,0,2
2023-01-09 00:00:00,2,0,Age-Costed,52+,4,Full,0,0
2023-01-09 00:00:00,2,0,Level,0-1,3,2-Year,0,0
2023-01-09 00:00:00,2,0,Level,0-1,3,Full,0,0
2023-01-09 00:00:00,2,0,Level,26,2,2-Year,0,0
2023-01-09 00:00:00,2,0,Level,52+,2,2-Year,0,0
2023-01-09 00:00:00,2,0,Level,52+,3,2-Year,0,0
2023-01-09 00:00:00,2,0,Level,52+,4,2-Year,0,0
2023-01-09 00:00:00,2,0,Level,8,2,2-Year,0,0
2023-01-09 00:00:00,2,1,Level,13,3,2-Year,0,2
2023-01-09 00:00:00,2,1,Level,52+,4,Full,0,0
2023-01-09 00:00:00,2,2,Age-Costed,52+,4,2-Year,0,0
2023-01-09 00:00:00,2,2,Level,13,2,2-Year,0,2
2023-01-09 00:00:00,2,2,Level,26,4,2-Year,0,0
2023-01-09 00:00:00,2,2,Level,52+,1,2-Year,0,0
2023-01-09 00:00:00,2,2,Level,8,1,2-Year,0,0
2023-01-09 00:00:00,2,3,Age-Costed,26,4,2-Year,0,0
2023-01-09 00:00:00,2,3,Level,26,1,2-Year,0,0
2023-01-09 00:00:00,2,3,Level,26,4,Full,0,0
2023-01-09 00:00:00,2,3,Level,8,3,2-Year,0,0
2023-01-09 00:00:00,2,4,Age-Costed,26,3,2-Year,0,0
2023-01-09 00:00:00,2,4,Age-Costed,8,2,2-Year,0,0
2023-01-09 00:00:00,2,4,Level,4,2,2-Year,0,2
2023-01-09 00:00:00,2,4,Level,8,2,Full,0,2
2023-01-09 00:00:00,2,4,Level,8,4,2-Year,0,0
2023-01-09 00:00:00,2,5,Age-Costed,0-1,2,Full,0,0
2023-01-09 00:00:00,2,5,Age-Costed,8,3,2-Year,0,0
2023-01-09 00:00:00,2,5,Age-Costed,8,3,Full,0,0
2023-01-09 00:00:00,2,5,Level,26,3,2-Year,0,0
2023-01-09 00:00:00,2,5,Level,52+,2,Full,0,0
2023-01-09 00:00:00,2,6,Age-Costed,26,2,2-Year,0,0
2023-01-09 00:00:00,2,7,Level,8,3,Full,0,0
2023-01-09 00:00:00,2,8,Age-Costed,52+,2,2-Year,0,0
2023-01-09 00:00:00,2,8,Age-Costed,8,4,2-Year,0,0
2023-01-09 00:00:00,2,8,Level,13,4,2-Year,0,0
2023-01-09 00:00:00,2,9,Age-Costed,8,2,Full,0,0
2023-01-09 00:00:00,2,10,Age-Costed,0-1,3,Full,0,0
2023-01-09 00:00:00,2,10,Age-Costed,26,4,Full,0,0
2023-01-09 00:00:00,2,10,Age-Costed,8,4,Full,0,0
2023-01-09 00:00:00,2,11,Age-Costed,13,3,2-Year,0,0
2023-01-09 00:00:00,2,11,Level,4,3,2-Year,0,4
2023-01-09 00:00:00,2,12,Age-Costed,52+,3,2-Year,0,0
2023-01-09 00:00:00,2,12,Level,13,1,2-Year,0,2
2023-01-09 00:00:00,2,12,Level,13,4,Full,0,0
2023-01-09 00:00:00,2,13,Level,26,2,Full,0,2
2023-01-09 00:00:00,2,14,Age-Costed,0-1,4,Full,0,0
2023-01-09 00:00:00,2,14,Level,26,3,Full,0,0
2023-01-09 00:00:00,2,14,Level,8,4,Full,0,0
2023-01-09 00:00:00,2,15,Age-Costed,13,2,2-Year,0,0
2023-01-09 00:00:00,2,15,Age-Costed,4,2,2-Year,0,0
2023-01-09 00:00:00,2,16,Age-Costed,13,4,2-Year,0,0
2023-01-09 00:00:00,2,17,Age-Costed,52+,1,2-Year,0,0
2023-01-09 00:00:00,2,18,Age-Costed,0-1,3,2-Year,0,0
2023-01-09 00:00:00,2,18,Age-Costed,52+,1,Full,0,0
2023-01-09 00:00:00,2,18,Age-Costed,52+,3,Full,0,0
2023-01-09 00:00:00,2,20,Level,13,3,Full,0,0
2023-01-09 00:00:00,2,21,Age-Costed,0-1,2,2-Year,0,0
2023-01-09 00:00:00,2,21,Level,4,1,2-Year,0,0
2023-01-09 00:00:00,2,22,Age-Costed,13,4,Full,0,2
2023-01-09 00:00:00,2,22,Level,52+,3,Full,0,0
2023-01-09 00:00:00,2,24,Age-Costed,8,1,Full,0,0
2023-01-09 00:00:00,2,25,Age-Costed,0-1,1,2-Year,0,0
2023-01-09 00:00:00,2,25,Age-Costed,13,3,Full,0,0
2023-01-09 00:00:00,2,25,Level,8,1,Full,0,0
2023-01-09 00:00:00,2,27,Level,52+,1,Full,0,0
2023-01-09 00:00:00,2,28,Level,13,2,Full,0,0
2023-01-09 00:00:00,2,30,Age-Costed,4,2,Full,0,0
2023-01-09 00:00:00,2,31,Age-Costed,26,1,2-Year,0,0
2023-01-09 00:00:00,2,34,Age-Costed,26,3,Full,0,0
2023-01-09 00:00:00,2,35,Age-Costed,8,1,2-Year,0,0
2023-01-09 00:00:00,2,37,Age-Costed,26,2,Full,0,0
2023-01-09 00:00:00,2,39,Age-Costed,13,2,Full,0,0
2023-01-09 00:00:00,2,39,Age-Costed,26,1,Full,0,0
2023-01-09 00:00:00,2,43,Level,4,2,Full,0,0
2023-01-09 00:00:00,2,43,Level,4,3,Full,0,0
2023-01-09 00:00:00,2,44,Age-Costed,0-1,4,2-Year,0,0
2023-01-09 00:00:00,2,45,Age-Costed,52+,2,Full,0,0
2023-01-09 00:00:00,2,48,Age-Costed,4,3,2-Year,0,2
2023-01-09 00:00:00,2,51,Age-Costed,4,4,2-Year,0,0
2023-01-09 00:00:00,2,52,Age-Costed,4,3,Full,0,0
2023-01-09 00:00:00,2,58,Level,26,1,Full,0,0
2023-01-09 00:00:00,2,64,Age-Costed,13,1,Full,0,0
2023-01-09 00:00:00,2,67,Age-Costed,4,1,Full,0,0
2023-01-09 00:00:00,2,70,Age-Costed,4,4,Full,0,0
2023-01-09 00:00:00,2,78,Level,4,4,Full,0,0
2023-01-09 00:00:00,2,85,Level,4,1,Full,2,2
2023-01-09 00:00:00,2,85,Level,4,4,2-Year,0,2
2023-01-09 00:00:00,2,101,Age-Costed,4,1,2-Year,0,0
2023-01-09 00:00:00,2,142,Level,13,1,Full,0,0
2023-01-09 00:00:00,2,154,Age-Costed,13,1,2-Year,0,0
2023-01-09 00:00:00,3,0,Age-Costed,52+,4,2-Year,0,0
2023-01-09 00:00:00,3,0,Level,26,2,2-Year,0,0
2023-01-09 00:00:00,3,0,Level,26,4,2-Year,0,0
2023-01-09 00:00:00,3,0,Level,52+,1,2-Year,0,0
2023-01-09 00:00:00,3,0,Level,52+,2,2-Year,0,0
2023-01-09 00:00:00,3,0,Level,52+,3,2-Year,0,0
2023-01-09 00:00:00,3,0,Level,52+,4,2-Year,0,0
2023-01-09 00:00:00,3,0,Level,52+,4,Full,0,0
2023-01-09 00:00:00,3,1,Age-Costed,0-1,2,Full,0,0
2023-01-09 00:00:00,3,1,Age-Costed,52+,4,Full,0,0
2023-01-09 00:00:00,3,1,Level,26,3,2-Year,0,0
2023-01-09 00:00:00,3,1,Level,8,2,2-Year,0,0
2023-01-09 00:00:00,3,2,Age-Costed,0-1,1,Full,0,0
2023-01-09 00:00:00,3,2,Age-Costed,0-1,2,2-Year,0,0
2023-01-09 00:00:00,3,2,Age-Costed,8,1,2-Year,0,0
2023-01-09 00:00:00,3,2,Level,0-1,3,2-Year,0,0
2023-01-09 00:00:00,3,2,Level,0-1,3,Full,0,0
2023-01-09 00:00:00,3,2,Level,8,3,2-Year,0,0
2023-01-09 00:00:00,3,2,Level,8,3,Full,0,0
2023-01-09 00:00:00,3,4,Age-Costed,26,4,2-Year,0,0
2023-01-09 00:00:00,3,4,Age-Costed,52+,1,2-Year,0,0
2023-01-09 00:00:00,3,4,Age-Costed,52+,1,Full,0,0
2023-01-09 00:00:00,3,4,Level,52+,2,Full,0,0
2023-01-09 00:00:00,3,5,Age-Costed,0-1,1,2-Year,0,0
2023-01-09 00:00:00,3,5,Age-Costed,8,4,2-Year,0,0
2023-01-09 00:00:00,3,6,Age-Costed,26,4,Full,0,0
2023-01-09 00:00:00,3,6,Age-Costed,8,2,2-Year,0,0
2023-01-09 00:00:00,3,6,Level,13,3,2-Year,0,0
2023-01-09 00:00:00,3,6,Level,8,2,Full,0,0
2023-01-09 00:00:00,3,6,Level,8,4,Full,0,0
2023-01-09 00:00:00,3,7,Age-Costed,26,2,Full,0,0
2023-01-09 00:00:00,3,7,Age-Costed,8,1,Full,0,0
2023-01-09 00:00:00,3,7,Level,26,1,2-Year,0,0
2023-01-09 00:00:00,3,8,Age-Costed,26,1,2-Year,0,0
2023-01-09 00:00:00,3,8,Level,26,4,Full,0,0
2023-01-09 00:00:00,3,8,Level,8,1,2-Year,0,0
2023-01-09 00:00:00,3,9,Age-Costed,0-1,3,Full,0,0
2023-01-09 00:00:00,3,9,Age-Costed,8,2,Full,0,0
2023-01-09 00:00:00,3,9,Age-Costed,8,4,Full,0,0
2023-01-09 00:00:00,3,9,Level,13,2,2-Year,0,0
2023-01-09 00:00:00,3,9,Level,8,4,2-Year,0,0
2023-01-09 00:00:00,3,10,Level,52+,3,Full,0,0
2023-01-09 00:00:00,3,11,Age-Costed,13,4,2-Year,0,0
2023-01-09 00:00:00,3,11,Level,13,4,Full,0,0
2023-01-09 00:00:00,3,12,Age-Costed,52+,2,2-Year,0,0
2023-01-09 00:00:00,3,13,Age-Costed,26,1,Full,0,0
2023-01-09 00:00:00,3,13,Age-Costed,8,3,Full,0,0
2023-01-09 00:00:00,3,14,Age-Costed,13,4,Full,0,0
2023-01-09 00:00:00,3,14,Level,26,2,Full,0,0
2023-01-09 00:00:00,3,15,Age-Costed,26,2,2-Year,0,0
2023-01-09 00:00:00,3,16,Age-Costed,13,1,Full,0,0
2023-01-09 00:00:00,3,16,Level,13,4,2-Year,0,0
2023-01-09 00:00:00,3,17,Age-Costed,4,1,2-Year,0,2
2023-01-09 00:00:00,3,17,Level,26,3,Full,0,0
2023-01-09 00:00:00,3,18,Age-Costed,0-1,3,2-Year,0,0
2023-01-09 00:00:00,3,18,Age-Costed,26,3,2-Year,0,0
2023-01-09 00:00:00,3,18,Level,4,2,2-Year,0,0
2023-01-09 00:00:00,3,20,Age-Costed,8,3,2-Year,0,0
2023-01-09 00:00:00,3,20,Level,4,3,2-Year,0,0
2023-01-09 00:00:00,3,21,Age-Costed,52+,3,2-Year,0,0
2023-01-09 00:00:00,3,21,Level,13,2,Full,0,0
2023-01-09 00:00:00,3,21,Level,8,1,Full,0,0
2023-01-09 00:00:00,3,22,Age-Costed,26,3,Full,0,0
2023-01-09 00:00:00,3,23,Age-Costed,0-1,4,2-Year,0,0
2023-01-09 00:00:00,3,23,Age-Costed,13,2,2-Year,0,0
2023-01-09 00:00:00,3,23,Level,13,3,Full,0,0
2023-01-09 00:00:00,3,24,Age-Costed,13,3,2-Year,0,0
2023-01-09 00:00:00,3,25,Age-Costed,0-1,4,Full,0,0
2023-01-09 00:00:00,3,25,Level,4,4,Full,0,0
2023-01-09 00:00:00,3,27,Level,13,1,2-Year,0,0
2023-01-09 00:00:00,3,29,Level,4,1,2-Year,2,2
2023-01-09 00:00:00,3,30,Age-Costed,4,1,Full,0,0
2023-01-09 00:00:00,3,31,Age-Costed,4,4,Full,0,0
2023-01-09 00:00:00,3,32,Age-Costed,4,2,2-Year,2,2
2023-01-09 00:00:00,3,32,Age-Costed,52+,2,Full,0,0
2023-01-09 00:00:00,3,32,Level,4,2,Full,0,0
2023-01-09 00:00:00,3,32,Level,4,3,Full,0,0
2023-01-09 00:00:00,3,34,Age-Costed,13,3,Full,0,0
2023-01-09 00:00:00,3,34,Level,26,1,Full,0,0
2023-01-09 00:00:00,3,34,Level,52+,1,Full,0,0
2023-01-09 00:00:00,3,35,Age-Costed,13,2,Full,0,0
2023-01-09 00:00:00,3,36,Age-Costed,4,3,Full,0,0
2023-01-09 00:00:00,3,40,Age-Costed,13,1,2-Year,0,0
2023-01-09 00:00:00,3,41,Age-Costed,52+,3,Full,0,0
2023-01-09 00:00:00,3,43,Age-Costed,4,3,2-Year,2,2
2023-01-09 00:00:00,3,43,Age-Costed,4,4,2-Year,2,2
2023-01-09 00:00:00,3,52,Level,4,4,2-Year,0,0
2023-01-09 00:00:00,3,58,Age-Costed,4,2,Full,0,0
2023-01-09 00:00:00,3,117,Level,4,1,Full,0,0
2023-01-09 00:00:00,3,166,Level,13,1,Full,0,4
2023-01-09 00:00:00,4,0,Age-Costed,0-1,1,Full,0,0
2023-01-09 00:00:00,4,0,Age-Costed,0-1,2,Full,0,0
2023-01-09 00:00:00,4,0,Age-Costed,13,1,Full,0,2
2023-01-09 00:00:00,4,0,Age-Costed,52+,1,Full,0,0
2023-01-09 00:00:00,4,0,Age-Costed,52+,4,Full,0,0
2023-01-09 00:00:00,4,0,Age-Costed,8,1,2-Year,0,0
2023-01-09 00:00:00,4,0,Age-Costed,8,1,Full,0,0
2023-01-09 00:00:00,4,0,Level,52+,4,Full,0,0
2023-01-09 00:00:00,4,1,Age-Costed,0-1,3,Full,0,0
2023-01-09 00:00:00,4,1,Age-Costed,26,1,2-Year,0,0
2023-01-09 00:00:00,4,1,Age-Costed,52+,1,2-Year,0,0
2023-01-09 00:00:00,4,2,Age-Costed,26,4,Full,0,0
2023-01-09 00:00:00,4,2,Age-Costed,8,2,2-Year,0,0
2023-01-09 00:00:00,4,2,Level,52+,4,2-Year,0,0
2023-01-09 00:00:00,4,3,Age-Costed,4,1,Full,0,0
2023-01-09 00:00:00,4,3,Age-Costed,52+,2,2-Year,0,0
2023-01-09 00:00:00,4,3,Level,4,4,Full,0,0
2023-01-09 00:00:00,4,5,Age-Costed,26,4,2-Year,0,0
2023-01-09 00:00:00,4,5,Age-Costed,4,1,2-Year,0,0
2023-01-09 00:00:00,4,6,Age-Costed,26,1,Full,0,0
2023-01-09 00:00:00,4,6,Age-Costed,8,4,Full,0,0
2023-01-09 00:00:00,4,6,Level,8,4,Full,0,0
2023-01-09 00:00:00,4,7,Age-Costed,0-1,4,Full,0,0
2023-01-09 00:00:00,4,7,Age-Costed,8,4,2-Year,0,0
2023-01-09 00:00:00,4,9,Level,26,4,Full,0,0
2023-01-09 00:00:00,4,10,Age-Costed,52+,3,2-Year,0,0
2023-01-09 00:00:00,4,11,Level,13,4,Full,0,0
2023-01-09 00:00:00,4,12,Level,26,4,2-Year,0,0
2023-01-09 00:00:00,4,13,Age-Costed,13,4,Full,0,0
2023-01-09 00:00:00,4,13,Age-Costed,8,2,Full,0,0
2023-01-09 00:00:00,4,15,Age-Costed,13,1,2-Year,0,0
2023-01-09 00:00:00,4,15,Age-Costed,26,2,Full,0,0
2023-01-09 00:00:00,4,16,Age-Costed,26,3,Full,0,0
2023-01-09 00:00:00,4,16,Age-Costed,8,3,Full,0,0
2023-01-09 00:00:00,4,16,Level,8,2,2-Year,0,0
2023-01-09 00:00:00,4,17,Level,8,4,2-Year,0,0
2023-01-09 00:00:00,4,18,Age-Costed,13,2,Full,0,0
2023-01-09 00:00:00,4,18,Age-Costed,8,3,2-Year,0,0
2023-01-09 00:00:00,4,18,Level,8,3,Full,0,0
2023-01-09 00:00:00,4,19,Level,8,2,Full,0,0
2023-01-09 00:00:00,4,20,Age-Costed,26,3,2-Year,0,0
2023-01-09 00:00:00,4,23,Age-Costed,52+,2,Full,0,0
2023-01-09 00:00:00,4,23,Level,52+,2,2-Year,0,0
2023-01-09 00:00:00,4,26,Level,26,3,Full,0,2
2023-01-09 00:00:00,4,27,Age-Costed,26,2,2-Year,0,0
2023-01-09 00:00:00,4,27,Level,4,4,2-Year,0,0
2023-01-09 00:00:00,4,28,Age-Costed,4,4,Full,0,0
2023-01-09 00:00:00,4,28,Level,13,3,Full,0,0
2023-01-09 00:00:00,4,30,Age-Costed,13,4,2-Year,0,0
2023-01-09 00:00:00,4,30,Level,13,4,2-Year,0,0
2023-01-09 00:00:00,4,32,Age-Costed,52+,3,Full,0,0
2023-01-09 00:00:00,4,34,Age-Costed,13,3,Full,0,0
2023-01-09 00:00:00,4,34,Level,4,3,Full,0,0
2023-01-09 00:00:00,4,36,Age-Costed,4,3,Full,0,0
2023-01-09 00:00:00,4,38,Age-Costed,4,2,Full,0,0
2023-01-09 00:00:00,4,40,Level,8,3,2-Year,0,0
2023-01-09 00:00:00,4,42,Age-Costed,4,4,2-Year,0,0
2023-01-09 00:00:00,4,44,Level,13,2,Full,0,0
2023-01-09 00:00:00,4,44,Level,26,3,2-Year,0,0
2023-01-09 00:00:00,4,47,Age-Costed,13,2,2-Year,0,0
2023-01-09 00:00:00,4,48,Level,26,2,Full,0,0
2023-01-09 00:00:00,4,48,Level,4,2,Full,0,2
2023-01-09 00:00:00,4,49,Level,52+,3,2-Year,0,0
2023-01-09 00:00:00,4,53,Level,26,2,2-Year,0,0
2023-01-09 00:00:00,4,56,Level,52+,3,Full,0,2
2023-01-09 00:00:00,4,58,Level,8,1,Full,0,0
2023-01-09 00:00:00,4,65,Age-Costed,4,2,2-Year,0,0
2023-01-09 00:00:00,4,73,Level,52+,1,2-Year,0,0
2023-01-09 00:00:00,4,79,Age-Costed,13,3,2-Year,0,0
2023-01-09 00:00:00,4,80,Level,13,2,2-Year,0,0
2023-01-09 00:00:00,4,96,Level,4,2,2-Year,0,2
2023-01-09 00:00:00,4,99,Age-Costed,4,3,2-Year,0,2
2023-01-09 00:00:00,4,100,Level,52+,2,Full,0,2
2023-01-09 00:00:00,4,102,Level,8,1,2-Year,0,0
2023-01-09 00:00:00,4,104,Level,4,1,Full,0,4
2023-01-09 00:00:00,4,112,Level,13,3,2-Year,0,0
2023-01-09 00:00:00,4,143,Level,26,1,2-Year,0,0
2023-01-09 00:00:00,4,159,Level,52+,1,Full,0,2
2023-01-09 00:00:00,4,164,Level,4,3,2-Year,0,0
2023-01-09 00:00:00,4,292,Level,26,1,Full,0,0
2023-01-09 00:00:00,4,306,Level,13,1,Full,0,0
2023-01-09 00:00:00,4,332,Level,4,1,2-Year,2,4
2023-01-09 00:00:00,4,460,Level,13,1,2-Year,0,0
2023-01-16 00:00:00,1,0,Age-Costed,8,2,Full,0,0
2023-01-16 00:00:00,1,0,Level,13,2,2-Year,0,0
2023-01-16 00:00:00,1,0,Level,26,2,2-Year,0,0
2023-01-16 00:00:00,1,0,Level,26,3,2-Year,0,2
2023-01-16 00:00:00,1,0,Level,26,4,2-Year,0,0
2023-01-16 00:00:00,1,0,Level,52+,1,2-Year,0,4
2023-01-16 00:00:00,1,0,Level,52+,2,2-Year,0,0
2023-01-16 00:00:00,1,0,Level,52+,3,2-Year,0,0
2023-01-16 00:00:00,1,0,Level,8,1,2-Year,0,0
2023-01-16 00:00:00,1,0,Level,8,2,2-Year,0,0
2023-01-16 00:00:00,1,0,Level,8,2,Full,0,0
2023-01-16 00:00:00,1,1,Age-Costed,52+,3,2-Year,0,0
2023-01-16 00:00:00,1,1,Level,13,1,2-Year,0,2
2023-01-16 00:00:00,1,1,Level,26,1,2-Year,0,0
2023-01-16 00:00:00,1,1,Level,4,1,2-Year,0,18
2023-01-16 00:00:00,1,1,Level,8,3,2-Year,0,2
2023-01-16 00:00:00,1,2,Age-Costed,52+,3,Full,0,0
2023-01-16 00:00:00,1,2,Age-Costed,52+,4,Full,0,0
2023-01-16 00:00:00,1,2,Age-Costed,8,2,2-Year,0,0
2023-01-16 00:00:00,1,2,Level,4,2,2-Year,0,4
2023-01-16 00:00:00,1,2,Level,8,4,2-Year,0,0
2023-01-16 00:00:00,1,3,Age-Costed,52+,4,2-Year,0,0
2023-01-16 00:00:00,1,3,Age-Costed,8,4,Full,0,0
2023-01-16 00:00:00,1,3,Level,52+,1,Full,0,4
2023-01-16 00:00:00,1,3,Level,52+,4,2-Year,0,0
2023-01-16 00:00:00,1,4,Age-Costed,13,3,2-Year,0,0
2023-01-16 00:00:00,1,4,Age-Costed,52+,2,2-Year,0,0
2023-01-16 00:00:00,1,4,Level,13,3,2-Year,2,4
2023-01-16 00:00:00,1,4,Level,52+,4,Full,0,0
2023-01-16 00:00:00,1,5,Age-Costed,0-1,2,Full,0,0
2023-01-16 00:00:00,1,6,Age-Costed,4,2,2-Year,0,2
2023-01-16 00:00:00,1,6,Level,4,3,2-Year,0,6
2023-01-16 00:00:00,1,6,Level,52+,2,Full,0,0
2023-01-16 00:00:00,1,7,Age-Costed,13,2,2-Year,0,0
2023-01-16 00:00:00,1,7,Age-Costed,26,3,2-Year,0,0
2023-01-16 00:00:00,1,7,Level,26,4,Full,0,2
2023-01-16 00:00:00,1,8,Age-Costed,26,4,2-Year,0,0
2023-01-16 00:00:00,1,8,Age-Costed,26,4,Full,0,0
2023-01-16 00:00:00,1,8,Age-Costed,8,3,2-Year,0,0
2023-01-16 00:00:00,1,8,Level,26,2,Full,2,6
2023-01-16 00:00:00,1,8,Level,8,1,Full,0,2
2023-01-16 00:00:00,1,9,Age-Costed,0-1,2,2-Year,0,0
2023-01-16 00:00:00,1,9,Age-Costed,52+,2,Full,0,0
2023-01-16 00:00:00,1,9,Age-Costed,8,3,Full,0,0
2023-01-16 00:00:00,1,9,Level,13,4,2-Year,0,0
2023-01-16 00:00:00,1,10,Age-Costed,13,4,2-Year,0,2
2023-01-16 00:00:00,1,10,Level,52+,3,Full,0,0
2023-01-16 00:00:00,1,11,Level,13,2,Full,0,0
2023-01-16 00:00:00,1,12,Age-Costed,8,4,2-Year,0,0
2023-01-16 00:00:00,1,12,Level,8,3,Full,0,0
2023-01-16 00:00:00,1,12,Level,8,4,Full,0,0
2023-01-16 00:00:00,1,15,Age-Costed,0-1,3,Full,0,0
2023-01-16 00:00:00,1,15,Age-Costed,13,3,Full,0,4
2023-01-16 00:00:00,1,15,Age-Costed,26,2,2-Year,0,0
2023-01-16 00:00:00,1,16,Age-Costed,4,3,2-Year,0,0
2023-01-16 00:00:00,1,17,Age-Costed,0-1,4,2-Year,0,0
2023-01-16 00:00:00,1,17,Age-Costed,26,3,Full,0,2
2023-01-16 00:00:00,1,20,Age-Costed,13,2,Full,0,0
2023-01-16 00:00:00,1,20,Level,4,2,Full,0,0
2023-01-16 00:00:00,1,21,Age-Costed,4,2,Full,0,0
2023-01-16 00:00:00,1,23,Level,26,3,Full,0,0
2023-01-16 00:00:00,1,25,Age-Costed,26,2,Full,0,0
2023-01-16 00:00:00,1,26,Age-Costed,0-1,3,2-Year,0,2
2023-01-16 00:00:00,1,29,Age-Costed,0-1,4,Full,0,0
2023-01-16 00:00:00,1,29,Age-Costed,13,4,Full,0,0
2023-01-16 00:00:00,1,29,Age-Costed,4,3,Full,0,2
2023-01-16 00:00:00,1,30,Level,26,1,Full,0,12
2023-01-16 00:00:00,1,34,Level,4,4,2-Year,0,0
2023-01-16 00:00:00,1,35,Level,13,3,Full,0,0
2023-01-16 00:00:00,1,46,Level,13,4,Full,2,4
2023-01-16 00:00:00,1,50,Age-Costed,52+,1,2-Year,0,0
2023-01-16 00:00:00,1,61,Level,4,1,Full,0,2
2023-01-16 00:00:00,1,64,Age-Costed,4,4,Full,0,2
2023-01-16 00:00:00,1,67,Age-Costed,8,1,Full,0,0
2023-01-16 00:00:00,1,78,Age-Costed,4,4,2-Year,4,10
2023-01-16 00:00:00,1,83,Age-Costed,0-1,1,Full,0,0
2023-01-16 00:00:00,1,87,Level,13,1,Full,0,8
2023-01-16 00:00:00,1,88,Level,4,3,Full,0,0
2023-01-16 00:00:00,1,89,Age-Costed,0-1,1,2-Year,0,0
2023-01-16 00:00:00,1,91,Age-Costed,8,1,2-Year,0,0
2023-01-16 00:00:00,1,98,Level,4,4,Full,2,2
2023-01-16 00:00:00,1,100,Age-Costed,26,1,2-Year,0,0
2023-01-16 00:00:00,1,142,Age-Costed,52+,1,Full,0,0
2023-01-16 00:00:00,1,231,Age-Costed,4,1,2-Year,0,4
2023-01-16 00:00:00,1,255,Age-Costed,13,1,2-Year,2,4
2023-01-16 00:00:00,1,321,Age-Costed,4,1,Full,0,0
2023-01-16 00:00:00,1,378,Age-Costed,26,1,Full,2,2
2023-01-16 00:00:00,1,614,Age-Costed,13,1,Full,0,0
2023-01-16 00:00:00,2,0,Age-Costed,0-1,1,Full,0,0
2023-01-16 00:00:00,2,0,Level,26,2,2-Year,0,0
2023-01-16 00:00:00,2,0,Level,26,3,2-Year,0,0
2023-01-16 00:00:00,2,0,Level,52+,1,2-Year,0,0
2023-01-16 00:00:00,2,0,Level,52+,2,2-Year,0,0
2023-01-16 00:00:00,2,0,Level,52+,4,2-Year,0,0
2023-01-16 00:00:00,2,0,Level,8,1,2-Year,0,0
2023-01-16 00:00:00,2,0,Level,8,2,2-Year,0,0
2023-01-16 00:00:00,2,1,Age-Costed,52+,4,Full,0,0
2023-01-16 00:00:00,2,1,Age-Costed,8,2,2-Year,0,0
2023-01-16 00:00:00,2,1,Level,13,2,2-Year,0,2
2023-01-16 00:00:00,2,1,Level,52+,3,2-Year,0,0
2023-01-16 00:00:00,2,2,Age-Costed,0-1,2,Full,0,0
2023-01-16 00:00:00,2,2,Level,26,4,2-Year,0,0
2023-01-16 00:00:00,2,2,Level,52+,2,Full,0,0
2023-01-16 00:00:00,2,3,Level,4,2,2-Year,0,0
2023-01-16 00:00:00,2,3,Level,52+,4,Full,0,0
2023-01-16 00:00:00,2,3,Level,8,3,2-Year,0,0
2023-01-16 00:00:00,2,4,Level,13,3,2-Year,0,0
